# This file contains the mean r-statistics values and standard errors for the generalized Haldane-Shastry model with arbitrary interaction range α 
 for various parameters in (m,k)=(0,1) for clean systems and m=0 for disordered systems.
# Here N is the system size, hj is the magnetic field strength, δ is the position disorder strength and α is the interaction range parameter.
# Columns: N, hj, δ, α, mean_r_statistic, std_error
 
N, hj, δ, α, mean_r_statistic, std_error
16 0.5 0.0 2.4 0.5305205146104659 8.507074701922938e-5
16 0.5 0.0 2.6 0.5305732574989279 8.691529542982446e-5
16 0.5 0.0 2.8 0.5308122239274861 8.226894376896842e-5
16 0.5 0.0 3.0 0.5307044199821905 8.527698546420049e-5
16 0.5 0.1 0.01 0.5029689003790108 0.0003270684267184335
16 0.5 0.1 0.05 0.5261580398693451 0.0001032737986876534
16 0.5 0.1 0.1 0.5272539964438958 8.837474083427811e-5
16 0.5 0.1 0.0 0.3858024866733593 0.00017100208298528188
16 0.5 0.1 0.2 0.5270912778363135 9.627468600829933e-5
16 0.5 0.1 0.4 0.5253848298696937 0.00011022542505316357
16 0.5 0.1 0.6 0.5273913862092567 8.829422702109819e-5
16 0.5 0.1 0.8 0.529120113768263 8.500622757323739e-5
16 0.5 0.1 1.0 0.5297784098880649 8.650698561680998e-5
16 0.5 0.1 1.2 0.5301451331109399 7.98847197686683e-5
16 0.5 0.1 1.4 0.5303199722741786 8.206252793180652e-5
16 0.5 0.1 1.6 0.530358065571838 8.825698298673493e-5
16 0.5 0.1 1.8 0.53064419562496 8.722629763530297e-5
16 0.5 0.1 2.0 0.5305479610599314 8.616856121491534e-5
16 0.5 0.1 2.2 0.5305975838783973 8.427260849601098e-5
16 0.5 0.1 2.4 0.5305868043088314 8.340680091852286e-5
16 0.5 0.1 2.6 0.5305186522800047 8.620178990724498e-5
16 0.5 0.1 2.8 0.5305477970628587 8.48750211031834e-5
16 0.5 0.1 3.0 0.5305452316855428 8.464415653727144e-5
16 0.5 0.3 0.01 0.5027656397702485 0.000329251532104699
